Source,Target,Weight
willard,carrol,1
carrol,smith,1
smith,jr.,1
smith,",",1
smith,captiv,1
smith,first,1
smith,acclaim,1
smith,'s,1
smith,showcas,1
smith,went,1
smith,also,1
smith,famili,1
smith,remain,1
smith,continu,1
jr.,",",1
",",known,1
",",dynam,1
",",smith,7
",",talent,1
",",infecti,1
",",'',6
",",earn,1
",",support,1
",",promot,1
",",address,1
",",entertain,1
",",use,1
known,world,1
known,philanthrop,1
world,smith,1
world,entertain,1
dynam,forc,1
forc,entertain,1
entertain,industri,1
entertain,perform,1
entertain,beyond,1
industri,whose,1
whose,career,1
career,span,1
career,.,1
span,three,1
three,decad,1
decad,.,1
.,breakout,1
.,duo,1
.,star,1
.,",",1
.,jada,1
.,whether,1
breakout,role,1
role,charm,1
role,hit,1
charm,charismat,1
charismat,``,1
charismat,stage,1
``,fresh,3
``,parent,1
``,summertim,1
``,independ,1
``,men,1
``,bad,1
fresh,princ,3
princ,'',1
princ,",",1
princ,bel-air,1
'',statu,1
'',alongsid,1
'',``,3
'',earn,1
'',smith,1
'',solidifi,1
statu,one,1
statu,hollywood,1
statu,box,1
one,hollywood,1
hollywood,'s,1
hollywood,heavyweight,1
's,bankabl,1
's,transit,1
's,inspir,1
bankabl,star,1
star,",",1
star,role,1
star,blockbust,1
captiv,audienc,1
audienc,versatil,1
audienc,motiv,1
versatil,",",1
talent,",",1
infecti,energy.born,1
energy.born,rais,1
rais,west,1
west,philadelphia,1
philadelphia,",",1
first,gain,1
gain,recognit,1
recognit,rapper,1
rapper,name,1
name,``,1
alongsid,childhood,1
childhood,friend,1
friend,dj,1
dj,jazzi,1
jazzi,jeff,1
jeff,.,1
duo,found,1
found,success,1
success,hit,1
success,film,1
success,",",1
hit,song,1
hit,sitcom,1
song,like,1
like,``,2
parent,n't,1
n't,understand,1
understand,'',1
summertim,",",1
earn,smith,1
earn,widespread,1
acclaim,witti,1
acclaim,launch,1
witti,lyric,1
lyric,charismat,1
stage,presence.howev,1
presence.howev,",",1
transit,act,1
act,truli,1
act,career,1
truli,solidifi,1
solidifi,statu,2
heavyweight,.,1
sitcom,``,1
bel-air,",",1
showcas,comed,1
comed,chop,1
chop,natur,1
natur,charisma,1
charisma,",",1
widespread,acclaim,1
launch,act,1
went,star,1
blockbust,film,1
film,like,1
film,televis,1
independ,day,1
day,",",1
men,black,1
black,",",1
bad,boy,1
boy,",",1
box,offic,1
offic,powerhouse.in,1
powerhouse.in,addit,1
addit,success,1
televis,",",1
also,known,1
philanthrop,effort,1
effort,advocaci,1
advocaci,work,1
work,.,1
jada,smith,1
famili,foundat,1
foundat,",",1
support,numer,1
numer,caus,1
caus,initi,1
initi,aim,1
aim,empow,1
empow,youth,1
youth,",",1
promot,educ,1
promot,social,1
educ,",",1
address,social,1
social,environment,1
social,justic,1
environment,issu,1
issu,around,1
around,world.despit,1
world.despit,fame,1
fame,success,1
remain,ground,1
ground,commit,1
commit,use,1
use,platform,1
use,influenc,1
platform,posit,1
posit,chang,1
chang,.,1
whether,'s,1
inspir,audienc,1
motiv,speech,1
speech,",",1
perform,",",1
influenc,promot,1
justic,equal,1
equal,",",1
continu,leav,1
leav,indel,1
indel,mark,1
mark,world,1
beyond,.,1
