Source,Target,Weight
beyoncé,gisel,1
beyoncé,",",1
beyoncé,captiv,1
beyoncé,discov,1
beyoncé,'s,2
beyoncé,achiev,1
beyoncé,redefin,1
beyoncé,also,2
beyoncé,showcas,1
beyoncé,continu,1
gisel,knowles-cart,1
knowles-cart,",",1
",",often,1
",",global,1
",",actress,1
",",businesswoman,1
",",beyoncé,8
",",charisma,1
",",unwav,2
",",texa,1
",",one,1
",",'',10
",",pave,1
",",earn,1
",",receiv,1
",",raw,1
",",unapologet,1
",",film,1
",",philanthropi,1
",",grace,2
",",fragranc,1
",",beauti,1
",",use,1
",",donat,1
",",includ,1
",",healthcar,1
",",disast,1
",",make,1
",",resili,1
",",empower,1
",",leav,1
often,refer,1
refer,simpli,1
simpli,beyoncé,1
global,superstar,1
superstar,;,1
;,cultur,1
;,beacon,1
cultur,icon,1
icon,whose,1
icon,album,1
icon,",",1
whose,influenc,1
influenc,transcend,1
influenc,extend,1
transcend,music,1
music,entertain,2
music,young,1
music,industri,1
music,career,1
entertain,.,1
entertain,gener,1
.,earli,1
.,hit,1
.,icon,1
.,groundbreak,1
.,fashion,1
.,film,1
.,beygood,1
.,talent,1
earli,day,1
day,member,1
member,destini,1
destini,'s,3
's,child,3
's,solo,1
's,influenc,1
child,solo,1
child,",",1
child,becam,1
solo,career,2
solo,artist,1
career,multi-award-win,1
career,powerhous,1
career,",",1
multi-award-win,artist,1
artist,",",2
artist,time,1
artist,achiev,1
actress,",",1
businesswoman,",",1
captiv,audienc,1
audienc,around,1
audienc,age,1
around,world,1
around,world.ultim,1
world,unparallel,1
world,fashion,1
world,music,1
unparallel,talent,1
talent,",",2
talent,critic,1
charisma,",",1
unwav,commit,1
unwav,dedic,1
commit,excellence.born,1
excellence.born,rais,1
rais,houston,1
rais,awar,1
houston,",",1
texa,",",1
discov,passion,1
passion,music,1
young,age,1
age,quickli,1
age,",",1
quickli,rose,1
rose,promin,1
promin,lead,1
lead,singer,1
singer,destini,1
one,best-sel,1
one,greatest,1
best-sel,girl,1
girl,group,1
group,time,1
time,.,2
hit,song,1
song,like,1
like,``,3
``,say,1
``,survivor,1
``,bootylici,1
``,danger,1
``,b'day,1
``,lemonad,2
``,dreamgirl,1
``,cadillac,1
``,lion,1
say,name,1
name,",",1
'',``,6
'',destini,1
'',beyoncé,1
'',particular,1
'',earn,1
survivor,",",1
bootylici,",",1
becam,synonym,1
synonym,femal,1
femal,empower,1
empower,resili,1
empower,million,1
resili,",",2
pave,way,1
way,beyoncé,1
way,.,1
powerhous,vocalist,1
vocalist,performer.a,1
performer.a,solo,1
achiev,unpreced,1
achiev,",",1
unpreced,success,1
success,",",1
earn,numer,1
earn,prais,1
numer,accolad,1
accolad,break,1
break,countless,1
countless,record,1
countless,magazin,1
record,along,1
record,",",1
along,way,1
album,like,1
album,``,1
danger,love,1
love,",",1
b'day,",",1
lemonad,",",2
redefin,music,1
industri,cement,1
cement,statu,1
statu,one,1
greatest,artist,1
groundbreak,visual,1
visual,album,1
particular,",",1
receiv,widespread,1
widespread,acclaim,1
acclaim,bold,1
acclaim,movi,1
bold,storytel,1
storytel,",",1
raw,emot,1
emot,",",1
unapologet,celebr,1
celebr,black,1
black,womanhood.beyond,1
womanhood.beyond,music,1
also,made,1
also,known,1
made,signific,1
signific,impact,1
impact,world,1
impact,commun,1
fashion,",",1
fashion,icon,1
film,",",2
philanthropi,.,1
grace,cover,1
grace,",",1
cover,countless,1
magazin,collabor,1
collabor,top,1
top,design,1
design,creat,1
creat,cloth,1
cloth,line,1
line,",",1
fragranc,",",1
beauti,brand,1
brand,.,1
showcas,act,1
act,talent,1
critic,acclaim,1
movi,like,1
dreamgirl,",",1
cadillac,record,1
lion,king,1
king,",",1
prais,versatil,1
versatil,screen,1
screen,presence.in,1
screen,;,1
presence.in,addit,1
addit,artist,1
known,philanthrop,1
philanthrop,effort,1
effort,advocaci,1
effort,",",1
advocaci,work,1
work,",",1
use,platform,1
platform,rais,1
awar,social,1
social,issu,1
issu,support,1
support,charit,1
charit,caus,1
caus,.,1
caus,",",1
beygood,initi,1
initi,",",1
donat,million,1
million,dollar,1
million,fan,1
dollar,variou,1
variou,caus,1
includ,educ,1
educ,",",1
healthcar,",",1
disast,relief,1
relief,effort,1
make,posit,1
posit,impact,1
commun,around,1
world.ultim,",",1
extend,far,1
far,beyond,1
beyond,stage,1
stage,screen,1
beacon,strength,1
strength,",",1
fan,worldwid,1
worldwid,.,1
dedic,craft,1
craft,",",1
continu,inspir,1
inspir,uplift,1
uplift,audienc,1
leav,indel,1
indel,mark,1
mark,world,1
gener,come,1
come,.,1
