Source,Target,Weight
leonardo,wilhelm,1
leonardo,dicaprio,3
wilhelm,dicaprio,1
dicaprio,",",2
dicaprio,establish,1
dicaprio,began,1
dicaprio,continu,2
dicaprio,proven,1
dicaprio,also,1
dicaprio,foundat,1
dicaprio,remain,1
dicaprio,hollywood,1
",",known,1
",",cinemat,1
",",dicaprio,6
",",earn,2
",",award,1
",",ador,1
",",california,1
",",appear,1
",",perform,1
",",'',3
",",nuanc,1
",",use,1
",",fund,1
",",preserv,1
",",combat,1
",",rare,1
",",fan,1
",",leonardo,1
",",environment,1
",",cultur,1
",",charisma,1
",",dedic,1
",",leav,1
known,world,1
known,environment,1
world,simpli,1
world,captiv,1
world,.,1
world,",",2
world,cinema,1
simpli,leonardo,1
cinemat,forc,1
forc,reckon,1
reckon,.,1
.,career,1
.,'',1
.,icon,1
.,leonardo,1
.,air,1
.,talent,1
career,span,1
career,young,1
career,",",1
span,three,1
three,decad,1
decad,",",1
establish,one,1
one,versatil,1
versatil,acclaim,1
acclaim,actor,1
acclaim,",",1
actor,gener,1
actor,",",1
gener,",",1
earn,critic,1
earn,first,1
earn,prais,1
critic,acclaim,1
critic,alik,1
award,",",1
award,nomination.sinc,1
ador,audienc,1
audienc,around,2
audienc,critic,1
audienc,deep,1
around,world,3
captiv,perform,1
captiv,audienc,1
perform,dedic,1
perform,troubl,1
perform,film,1
perform,reson,1
perform,red,1
dedic,craft.born,1
dedic,make,1
craft.born,rais,1
rais,lo,1
rais,awar,1
lo,angel,1
angel,",",1
california,",",1
began,act,1
act,career,2
young,age,1
age,",",1
appear,commerci,1
commerci,televis,1
televis,seri,1
seri,land,1
land,breakthrough,1
breakthrough,role,1
role,coming-of-ag,1
role,.,1
coming-of-ag,drama,1
drama,``,1
``,boy,1
``,'s,1
``,titan,1
``,depart,1
``,incept,1
``,reven,1
boy,'s,1
's,life,1
's,eat,1
life,.,2
'',howev,1
'',catapult,1
'',intens,1
'',``,2
'',dicaprio,1
howev,",",1
troubl,teenag,1
teenag,arni,1
arni,grape,1
grape,``,1
grape,'',1
eat,gilbert,1
gilbert,grape,1
catapult,stardom,1
stardom,earn,1
first,academi,1
academi,award,1
nomination.sinc,",",1
continu,impress,1
continu,inspir,1
impress,audienc,1
alik,remark,1
alik,left,1
remark,rang,1
rang,commit,1
commit,role,1
commit,environment,1
icon,portray,1
icon,perform,1
icon,whose,1
portray,jack,1
jack,dawson,1
dawson,``,1
titan,'',1
intens,transform,1
transform,perform,1
film,like,1
like,``,1
depart,",",1
incept,",",1
reven,",",1
proven,time,1
time,time,1
time,capabl,1
capabl,deliv,1
deliv,power,1
power,",",1
nuanc,perform,1
reson,audienc,1
deep,emot,1
emot,level.beyond,1
level.beyond,act,1
also,known,1
environment,activ,1
environment,causes.despit,1
environment,activist,1
activ,philanthropi,1
philanthropi,work,1
work,",",1
use,platform,1
platform,rais,1
awar,climat,1
climat,chang,2
chang,promot,1
chang,",",1
promot,conserv,1
conserv,effort,1
effort,around,1
foundat,",",1
fund,numer,1
numer,project,1
project,initi,1
initi,aim,1
aim,protect,1
protect,endang,1
endang,speci,1
speci,",",1
preserv,natur,1
natur,habitat,1
habitat,",",1
combat,climat,1
prais,admir,1
admir,commit,1
admir,alik,1
causes.despit,fame,1
fame,success,1
success,",",1
remain,notori,1
notori,privat,1
privat,enigmat,1
enigmat,",",1
rare,grant,1
grant,interview,1
interview,share,1
share,detail,1
detail,person,1
person,life,1
air,mysteri,1
mysteri,add,1
add,allur,1
allur,fascin,1
fascin,",",1
fan,admir,1
left,specul,1
specul,man,1
man,behind,1
behind,icon,1
red,carpet,1
carpet,appearances.in,1
appearances.in,conclus,1
conclus,",",1
hollywood,heartthrob,1
heartthrob,;,1
;,consumm,1
consumm,actor,1
activist,",",1
cultur,icon,1
whose,impact,1
impact,extend,1
extend,far,1
far,beyond,1
beyond,silver,1
beyond,.,1
silver,screen,1
screen,.,1
talent,",",1
charisma,",",1
make,differ,1
differ,world,1
inspir,captiv,1
leav,indel,1
indel,mark,1
mark,world,1
cinema,beyond,1
