Source,Target,Weight
rihanna,",",1
rihanna,fenti,1
rihanna,solidifi,1
rihanna,burst,1
rihanna,also,1
rihanna,redefin,1
rihanna,known,1
rihanna,remain,1
rihanna,pop,1
rihanna,continu,1
",",born,1
",",global,1
",",rihanna,8
",",captiv,1
",",charisma,2
",",unapologet,1
",",'',1
",",releas,1
",",earn,1
",",infecti,1
",",boundary-push,1
",",establish,1
",",use,1
",",includ,1
",",healthcar,1
",",women,1
",",fund,1
",",make,1
",",often,1
",",admir,1
",",resili,1
",",unwav,1
",",whose,1
",",entrepreneuri,1
",",leav,1
",",fashion,1
",",philanthropi,1
born,robyn,1
robyn,rihanna,1
fenti,",",1
fenti,x,1
fenti,beauti,1
global,phenomenon,1
phenomenon,whose,1
whose,influenc,2
influenc,extend,1
influenc,transcend,1
extend,far,1
far,beyond,1
beyond,realm,1
realm,music,1
music,entertain,2
music,scene,1
music,career,1
music,",",1
entertain,.,2
.,chart-top,1
.,sinc,1
.,collabor,1
.,clara,1
.,authent,1
.,talent,1
chart-top,hit,1
hit,groundbreak,1
hit,hit,1
hit,",",1
groundbreak,fashion,1
groundbreak,makeup,1
fashion,ventur,1
fashion,",",2
fashion,beauti,1
ventur,",",1
solidifi,statu,1
statu,cultur,1
cultur,icon,1
cultur,forc,1
icon,entrepreneuri,1
icon,bold,1
entrepreneuri,powerhous,1
entrepreneuri,spirit,1
powerhous,",",1
captiv,audienc,1
audienc,around,2
around,world,3
world,talent,1
world,fashion,1
world,",",2
world,music,1
talent,",",3
charisma,",",2
unapologet,authenticity.born,1
authenticity.born,rais,1
rais,barbado,1
barbado,",",1
burst,onto,1
onto,music,1
scene,earli,1
earli,2000,1
2000,debut,1
debut,singl,1
singl,``,1
``,pon,1
pon,de,1
de,replay,1
replay,",",1
'',quickli,1
quickli,becam,1
becam,worldwid,1
worldwid,sensat,1
worldwid,",",1
sensat,catapult,1
catapult,stardom,1
stardom,.,1
sinc,",",1
releas,hit,1
earn,numer,1
numer,award,1
numer,project,1
award,accolad,1
accolad,distinct,1
distinct,voic,1
voic,",",1
infecti,melodi,1
melodi,",",1
boundary-push,sound.in,1
sound.in,addit,1
addit,music,1
career,",",1
also,made,1
made,name,1
name,world,1
establish,trendsett,1
trendsett,style,1
style,icon,1
style,.,1
bold,fearless,1
fearless,sens,1
sens,style,1
collabor,puma,1
puma,fenti,1
puma,line,1
x,puma,1
line,groundbreak,1
makeup,brand,1
brand,fenti,1
beauti,",",1
beauti,standard,1
beauti,industry.furthermor,1
redefin,beauti,1
standard,champion,1
champion,inclus,1
inclus,divers,1
divers,fashion,1
industry.furthermor,",",1
known,philanthrop,1
philanthrop,effort,1
effort,activ,1
activ,work,1
work,",",1
use,platform,1
use,social,1
platform,advoc,1
platform,connect,1
advoc,caus,1
caus,close,1
close,heart,1
heart,",",1
includ,educ,1
educ,",",1
educ,healthcar,1
healthcar,",",1
healthcar,underprivileg,1
women,'s,1
's,right,1
right,.,1
clara,lionel,1
lionel,foundat,1
foundat,",",1
fund,numer,1
project,initi,1
initi,aim,1
aim,provid,1
provid,access,1
access,educ,1
underprivileg,commun,1
commun,around,1
make,posit,1
posit,impact,1
impact,countless,1
countless,lives.despit,1
lives.despit,immens,1
immens,success,1
success,",",1
remain,humbl,1
humbl,down-to-earth,1
down-to-earth,",",1
often,use,1
social,media,1
media,platform,1
connect,fan,1
fan,share,1
fan,worldwid,1
share,glimps,1
glimps,person,1
person,life,1
life,.,1
authent,relat,1
relat,endear,1
endear,million,1
million,fan,1
admir,talent,1
resili,",",1
unwav,commit,1
commit,stay,1
stay,true,1
true,herself.in,1
herself.in,conclus,1
conclus,",",1
pop,star,1
star,;,1
;,cultur,1
forc,reckon,1
reckon,",",1
transcend,music,1
spirit,",",1
continu,inspir,1
inspir,empow,1
empow,audienc,1
leav,indel,1
indel,mark,1
mark,world,1
philanthropi,gener,1
gener,come,1
come,.,1
