Source,Target,Weight
today,'s,3
's,fast-pac,2
's,hyper-connect,1
's,practic,1
's,carv,1
fast-pac,world,2
world,",",3
",",self-car,6
",",offer,1
",",mental,3
",",emot,1
",",allow,2
",",bodi,2
",",soul,2
",",rejuven,1
",",restor,1
",",mani,2
",",juggl,1
",",take,1
",",yoga,1
",",simpli,2
",",unwind,1
",",allevi,1
",",eat,1
",",get,1
",",individu,2
",",depress,1
",",make,1
",",journal,1
",",seek,1
",",engag,1
",",physic,2
",",resili,1
",",vital,1
",",practic,1
self-car,becom,1
self-car,encompass,1
self-car,play,2
self-car,abil,1
self-car,activ,2
self-car,help,1
self-car,practic,3
self-car,essenti,1
self-car,take,1
self-car,offer,1
becom,import,1
import,ever,2
ever,",",1
ever,priorit,1
offer,vital,1
offer,power,1
vital,lifelin,1
vital,live,1
lifelin,help,1
help,individu,5
individu,navig,1
individu,nurtur,1
individu,recharg,1
individu,slow,1
individu,look,1
individu,improv,1
individu,build,1
individu,cultiv,1
individu,thrive,1
navig,stress,1
stress,pressur,1
stress,promot,1
stress,strain,1
pressur,daili,1
daili,life,2
life,.,2
life,reduc,1
life,",",1
.,self-car,1
.,skincar,1
.,today,2
.,howev,1
.,engag,1
.,priorit,2
.,whether,2
encompass,wide,1
wide,rang,1
rang,practic,1
practic,activ,1
practic,",",1
practic,support,1
practic,promot,2
practic,mind,1
practic,yoga,1
activ,promot,1
activ,like,1
activ,support,1
promot,physic,1
promot,relax,2
promot,mental,1
physic,",",1
physic,health,3
physic,emot,1
mental,",",1
mental,emot,2
mental,health,2
mental,well-b,1
emot,well-b,2
emot,resili,1
emot,intelligence.ultim,1
emot,.,1
well-b,",",2
well-b,.,2
allow,individu,2
nurtur,mind,1
nurtur,mental,1
nurtur,nourish,1
mind,",",2
mind,practic,1
mind,medit,1
bodi,",",2
soul,.,2
skincar,ritual,1
skincar,routin,1
ritual,mind,1
play,crucial,2
crucial,role,2
role,help,1
role,maintain,1
recharg,",",1
rejuven,",",1
restor,balanc,1
balanc,lives.on,1
balanc,diet,1
balanc,",",1
lives.on,key,1
key,benefit,1
benefit,self-car,1
abil,reduc,1
reduc,stress,1
reduc,risk,1
relax,.,1
relax,",",1
hyper-connect,world,1
mani,peopl,2
peopl,find,1
peopl,struggl,1
find,constantli,1
constantli,go,1
go,",",1
juggl,multipl,1
multipl,respons,1
respons,feel,1
feel,overwhelm,1
feel,best,1
overwhelm,demand,1
demand,daili,1
howev,",",1
take,time,2
take,hot,1
take,moment,1
time,engag,1
time,nurtur,1
time,skincar,1
engag,self-car,2
engag,regular,1
like,medit,1
medit,",",2
yoga,",",2
simpli,take,2
hot,bath,1
bath,help,1
slow,",",1
unwind,",",1
allevi,stress.addit,1
stress.addit,",",1
maintain,physic,1
health,well-b,1
health,",",2
health,issu,1
health,help,1
regular,exercis,1
exercis,",",1
eat,balanc,1
diet,",",1
get,enough,1
enough,sleep,1
sleep,essenti,1
essenti,compon,1
essenti,nurtur,1
compon,self-car,1
look,feel,1
best,.,1
priorit,self-car,3
support,physic,1
support,mental,1
improv,overal,1
overal,qualiti,1
qualiti,life,1
risk,chronic,1
chronic,ill,1
ill,disease.furthermor,1
disease.furthermor,",",1
struggl,anxieti,1
anxieti,",",1
depress,",",1
issu,",",1
make,import,1
resili,.,1
resili,",",1
whether,'s,2
journal,",",1
seek,therapi,1
therapi,",",1
build,cope,1
cope,skill,1
skill,develop,1
develop,greater,1
greater,emot,1
greater,sens,1
intelligence.ultim,",",1
nourish,oneself,1
oneself,",",1
cultiv,greater,1
sens,balanc,1
live,.,1
carv,time,1
routin,",",1
moment,breath,1
breath,",",1
power,antidot,1
antidot,stress,1
strain,modern,1
modern,life,1
thrive,flourish,1
flourish,mind,1
