Source,Target,Weight
natur,beauti,10
natur,",",2
natur,cleans,1
natur,skincar,1
natur,balanc,1
natur,achiev,1
beauti,product,10
product,experienc,1
product,",",2
product,lie,1
product,often,2
product,featur,1
product,har,1
product,process,1
product,potenti,1
product,contain,1
product,formul,1
product,offer,1
experienc,surg,1
surg,popular,1
popular,recent,1
recent,year,1
year,consum,1
consum,becom,1
becom,consciou,1
consciou,ingredi,1
ingredi,'re,1
ingredi,free,1
ingredi,promot,1
ingredi,",",1
ingredi,easi,1
ingredi,respons,1
ingredi,irrit,1
ingredi,less,1
ingredi,safe,1
're,put,1
put,skin,1
skin,.,1
skin,gentl,1
skin,without,2
skin,",",1
skin,'s,1
skin,ingredi,1
.,clean,1
.,embrac,2
.,unlik,1
.,botan,1
.,mani,2
.,choos,1
.,contrast,1
.,whether,1
clean,green,2
green,skincar,2
skincar,brand,2
skincar,product,2
skincar,emphas,1
skincar,",",1
skincar,routin,1
brand,priorit,2
brand,commit,1
priorit,natur,1
priorit,sustain,1
",",plant-bas,1
",",synthet,1
",",potenti,1
",",individu,4
",",non-tox,2
",",natur,6
",",hydrat,1
",",rejuven,1
",",use,1
",",minim,1
",",sourc,1
",",trigger,1
",",disrupt,1
",",make,1
",",simplic,1
",",effect,1
",",sustain,1
",",promot,1
",",glow,1
plant-bas,ingredi,1
plant-bas,oil,1
free,harsh,1
harsh,chemic,2
chemic,",",1
chemic,artifici,1
synthet,fragranc,1
synthet,ingredi,2
synthet,cleanser,1
fragranc,",",1
potenti,harm,1
potenti,deliv,1
harm,addit,1
addit,.,1
embrac,natur,1
embrac,clean,1
individu,nourish,2
individu,reduc,1
individu,sensit,1
individu,experi,1
nourish,skin,2
gentl,",",2
gentl,botan,1
non-tox,ingredi,2
promot,health,2
health,vitality.th,1
health,vital,1
health,planet,1
vitality.th,appeal,1
appeal,natur,1
lie,transpar,1
transpar,simplic,1
simplic,.,1
simplic,",",1
unlik,convent,1
convent,skincar,2
convent,counterpart,1
often,contain,1
often,environment,1
contain,laundri,1
contain,synthet,1
laundri,list,1
list,synthet,1
featur,simpl,1
simpl,formul,1
formul,ingredi,1
formul,gentl,1
easi,understand,1
understand,pronounc,1
pronounc,.,1
botan,extract,1
botan,incorpor,1
extract,essenti,1
essenti,oil,1
oil,",",1
oil,skincar,1
har,power,1
power,natur,2
cleans,",",1
hydrat,",",1
rejuven,skin,1
without,use,1
without,risk,1
without,compromis,1
use,harsh,1
use,eco-friendli,1
artifici,additives.addit,1
additives.addit,",",1
environment,friendli,1
environment,footprint,1
friendli,convent,1
counterpart,.,1
mani,natur,1
mani,convent,1
sustain,throughout,1
sustain,practices.anoth,1
sustain,",",1
throughout,product,1
process,",",1
eco-friendli,packag,1
packag,materi,1
materi,",",1
minim,wast,1
wast,",",1
sourc,ingredi,1
respons,.,1
choos,natur,1
reduc,environment,1
footprint,support,1
support,brand,1
commit,ethic,1
ethic,sustain,1
practices.anoth,benefit,1
benefit,natur,1
deliv,real,1
real,result,1
result,without,1
risk,advers,1
advers,reaction,1
reaction,sensit,1
reaction,",",1
sensit,.,1
sensit,",",1
sensit,reactiv,1
irrit,skin,1
irrit,sensit,1
trigger,allerg,1
allerg,reaction,1
disrupt,skin,1
's,natur,1
's,swap,1
balanc,.,1
contrast,",",1
less,like,1
like,caus,1
caus,irrit,1
make,suitabl,1
suitabl,individu,1
reactiv,skin.ultim,1
skin.ultim,",",1
offer,holist,1
holist,approach,1
approach,skincar,1
emphas,puriti,1
puriti,",",1
effect,.,1
safe,",",1
vital,insid,1
insid,.,1
whether,'s,1
swap,synthet,1
cleanser,gentl,1
incorpor,plant-bas,1
routin,",",1
experi,transform,1
transform,power,1
achiev,radiant,1
radiant,",",1
glow,skin,1
compromis,health,1
planet,.,1
